aspects,words_imp,words,imp,nwords,aspect_name
0,"[('président', 0.016936583211734888), ('politique', 0.012932234467398817), ('parti', 0.012031046002611167), ('gauche', 0.01107585822901467), ('ps', 0.008009897473312341), ('droite', 0.007851499500806389), ('ump', 0.007084709315720758), ('campagne', 0.007024710083710929), ('ministre', 0.006911911527532447), ('ancien', 0.006316719145994932), ('candidat', 0.006182320866292911), ('nicolas_sarkozy', 0.004905537209123723), ('chef', 0.004777138852622686), ('voix', 0.0045863412948314265), ('majorité', 0.004538341909223562), ('république', 0.004467542815451963), ('maire', 0.004399143690960756), ('tête', 0.0041351470701175026), ('vote', 0.0040487481760233465), ('pouvoir', 0.0039671492204899775), ('sarkozy', 0.003857950618232087), ('gouvernement', 0.003767951770217341), ('député', 0.003728352277090853), ('tour', 0.003579554181706474), ('candidats', 0.0035663543506643117), ('élus', 0.0034775554872897626), ('socialiste', 0.0034643556562476002), ('nouveau', 0.003452355809845634), ('opposition', 0.0034235561784809153), ('etat', 0.0032159588357269027), ('jacques_chirac', 0.003097160356347439), ('élu', 0.0030431610475385915), ('élection', 0.002919562629598341), ('chirac', 0.0029051628139159817), ('françois_hollande', 0.002895562936794409), ('paris', 0.0028919629828738193), ('élections', 0.0028655633207894937), ('électeurs', 0.002840363643345365), ('présidentielle', 0.0027995641655786806), ('verts', 0.0027539647492512095), ('liste', 0.002726365102526688), ('jean', 0.0027251651178864912), ('dimanche', 0.0027179652100453116), ('présidence', 0.0026927655326011825), ('secrétaire', 0.0026027666845864373), ('mai', 0.0025655671607403424), ('partis', 0.00248516818984717), ('fn', 0.0024623684816834344), ('socialistes', 0.0024503686352814686), ('élection_présidentielle', 0.0024419687428000924), ('congrès', 0.0024047692189539975), ('militants', 0.00234716995622456), ('mouvement', 0.0022739708931725673), ('pen', 0.002241571307887259), ('national', 0.0022283714768450962), ('scrutin', 0.0022067717533215576), ('politiques', 0.0021887719837186083), ('centre', 0.0021683722448352662), ('discours', 0.0021671722601950697), ('udf', 0.0021071730281852392), ('débat', 0.002095173181783273), ('référendum', 0.0020843733200215037), ('mars', 0.0020735734582597344), ('victoire', 0.002055573688656785), ('lionel_jospin', 0.0019883745488057753), ('elysée', 0.001987174564165579), ('rpr', 0.0019475750710390906), ('avril', 0.0018791759465478842), ('jean_pierre', 0.0018791759465478842), ('voter', 0.001870776054066508), ('candidature', 0.0018275766070194302), ('première', 0.001791577067813532), ('mandat', 0.0017759772674909762), ('députés', 0.0017747772828507794), ('jospin', 0.0017687773596497965), ('veut', 0.0017039781890791797), ('hollande', 0.0016955782965978035), ('parlement', 0.0016715786037938714), ('extrême_droite', 0.0016655786805928885), ('face', 0.001660778742032102), ('parti_socialiste', 0.0016163793103448276), ('sein', 0.0016019794946624682), ('nationale', 0.0015527801244144075), ('jean_marie', 0.001523980493049689), ('démocrate', 0.0014975808309653637), ('choix', 0.0014939808770447738), ('pcf', 0.0014927808924045773), ('législatives', 0.0014735811381614316), ('sondages', 0.0014723811535212348), ('soir', 0.001466381230320252), ('front_national', 0.0014459814914369097), ('sortant', 0.0014351816296751402), ('soutien', 0.001401582059749635), ('second_tour', 0.0013979821058290455), ('républicain', 0.0013727824283849166), ('populaire', 0.0013463827663005913), ('sièges', 0.0013367828891790185), ('novembre', 0.0013367828891790185), ('proche', 0.0013307829659780354), ('général', 0.001319983104216266)]","['président', 'politique', 'parti', 'gauche', 'ps', 'droite', 'ump', 'campagne', 'ministre', 'ancien', 'candidat', 'nicolas_sarkozy', 'chef', 'voix', 'majorité', 'république', 'maire', 'tête', 'vote', 'pouvoir', 'sarkozy', 'gouvernement', 'député', 'tour', 'candidats', 'élus', 'socialiste', 'nouveau', 'opposition', 'etat', 'jacques_chirac', 'élu', 'élection', 'chirac', 'françois_hollande', 'paris', 'élections', 'électeurs', 'présidentielle', 'verts', 'liste', 'jean', 'dimanche', 'présidence', 'secrétaire', 'mai', 'partis', 'fn', 'socialistes', 'élection_présidentielle', 'congrès', 'militants', 'mouvement', 'pen', 'national', 'scrutin', 'politiques', 'centre', 'discours', 'udf', 'débat', 'référendum', 'mars', 'victoire', 'lionel_jospin', 'elysée', 'rpr', 'avril', 'jean_pierre', 'voter', 'candidature', 'première', 'mandat', 'députés', 'jospin', 'veut', 'hollande', 'parlement', 'extrême_droite', 'face', 'parti_socialiste', 'sein', 'nationale', 'jean_marie', 'démocrate', 'choix', 'pcf', 'législatives', 'sondages', 'soir', 'front_national', 'sortant', 'soutien', 'second_tour', 'républicain', 'populaire', 'sièges', 'novembre', 'proche', 'général']","[0.016936583211734888, 0.012932234467398817, 0.012031046002611167, 0.01107585822901467, 0.008009897473312341, 0.007851499500806389, 0.007084709315720758, 0.007024710083710929, 0.006911911527532447, 0.006316719145994932, 0.006182320866292911, 0.004905537209123723, 0.004777138852622686, 0.0045863412948314265, 0.004538341909223562, 0.004467542815451963, 0.004399143690960756, 0.0041351470701175026, 0.0040487481760233465, 0.0039671492204899775, 0.003857950618232087, 0.003767951770217341, 0.003728352277090853, 0.003579554181706474, 0.0035663543506643117, 0.0034775554872897626, 0.0034643556562476002, 0.003452355809845634, 0.0034235561784809153, 0.0032159588357269027, 0.003097160356347439, 0.0030431610475385915, 0.002919562629598341, 0.0029051628139159817, 0.002895562936794409, 0.0028919629828738193, 0.0028655633207894937, 0.002840363643345365, 0.0027995641655786806, 0.0027539647492512095, 0.002726365102526688, 0.0027251651178864912, 0.0027179652100453116, 0.0026927655326011825, 0.0026027666845864373, 0.0025655671607403424, 0.00248516818984717, 0.0024623684816834344, 0.0024503686352814686, 0.0024419687428000924, 0.0024047692189539975, 0.00234716995622456, 0.0022739708931725673, 0.002241571307887259, 0.0022283714768450962, 0.0022067717533215576, 0.0021887719837186083, 0.0021683722448352662, 0.0021671722601950697, 0.0021071730281852392, 0.002095173181783273, 0.0020843733200215037, 0.0020735734582597344, 0.002055573688656785, 0.0019883745488057753, 0.001987174564165579, 0.0019475750710390906, 0.0018791759465478842, 0.0018791759465478842, 0.001870776054066508, 0.0018275766070194302, 0.001791577067813532, 0.0017759772674909762, 0.0017747772828507794, 0.0017687773596497965, 0.0017039781890791797, 0.0016955782965978035, 0.0016715786037938714, 0.0016655786805928885, 0.001660778742032102, 0.0016163793103448276, 0.0016019794946624682, 0.0015527801244144075, 0.001523980493049689, 0.0014975808309653637, 0.0014939808770447738, 0.0014927808924045773, 0.0014735811381614316, 0.0014723811535212348, 0.001466381230320252, 0.0014459814914369097, 0.0014351816296751402, 0.001401582059749635, 0.0013979821058290455, 0.0013727824283849166, 0.0013463827663005913, 0.0013367828891790185, 0.0013367828891790185, 0.0013307829659780354, 0.001319983104216266]",100,politics
1,"[('travail', 0.012157229761347683), ('emploi', 0.00584230229293402), ('jeunes', 0.0057487131492746845), ('euros', 0.004851427234440805), ('nombre', 0.004613944782405241), ('personnes', 0.00458586803930744), ('entreprises', 0.004204492278895648), ('enfants', 0.003952971455311184), ('rapport', 0.003837154890032756), ('santé', 0.0038219466541881144), ('sociale', 0.003523631258773982), ('formation', 0.0035060832943378567), ('vie', 0.003302526906878802), ('école', 0.0032124473561066917), ('salariés', 0.0031094992980814228), ('étudiants', 0.0030474964904071127), ('recherche', 0.0029761347683668693), ('femmes', 0.002946888160973327), ('association', 0.002938699110903135), ('france', 0.002927000467945718), ('compte', 0.0029024333177351427), ('élèves', 0.0028462798315395414), ('souvent', 0.0028357510528778662), ('temps', 0.002756200280767431), ('explique', 0.0027129153018249884), ('système', 0.0026813289658399624), ('service', 0.0025561534861956014), ('certains', 0.0024789424426766497), ('éducation', 0.0024075807206364063), ('retraite', 0.0023935423490875057), ('entreprise', 0.002388862891904539), ('loi', 0.0023724847917641553), ('ministère', 0.0023607861488067383), ('université', 0.0023303696771174542), ('public', 0.0022800655124005616), ('logement', 0.0021619092185306507), ('peuvent', 0.002156059897051942), ('aide', 0.0021537201684604587), ('études', 0.0021057557323350493), ('parents', 0.0020765091249415066), ('paris', 0.002046092653252223), ('social', 0.0020390734674777724), ('associations', 0.001982919981282171), ('contrat', 0.001979410388394946), ('services', 0.0019618624239588207), ('enseignants', 0.0018916705662143192), ('cours', 0.0018893308376228357), ('niveau', 0.0018869911090313523), ('création', 0.0018518951801591015), ('place', 0.001849555451567618), ('droit', 0.0018483855872718764), ('gestion', 0.0018401965372016845), ('certaines', 0.001785212915301825), ('activité', 0.0017653252222742163), ('situation', 0.0017606457650912494), ('conditions', 0.0017559663079082827), ('moyens', 0.0017313991576977071), ('exemple', 0.0016986429574169396), ('familles', 0.0016740758072063642), ('emplois', 0.0016729059429106223), ('nationale', 0.0016506785212915302), ('dispositif', 0.00164365933551708), ('établissements', 0.001628451099672438), ('enfant', 0.001620262049602246), ('médecins', 0.0015535797847449696), ('ensemble', 0.0015418811417875526), ('accès', 0.0015161441272812353), ('professionnels', 0.0015067852129153018), ('établissement', 0.0015032756200280767), ('national', 0.001486897519887693), ('doivent', 0.0014857276555919514), ('travailler', 0.001483387927000468), ('partir', 0.0014693495554515676), ('permet', 0.0014553111839026673), ('postes', 0.0014529714553111839), ('sociales', 0.001444782405240992), ('charge', 0.0014436125409452503), ('enseignement', 0.001407346747777258), ('dix', 0.0014050070191857745), ('âge', 0.0013979878334113244), ('notamment', 0.0013897987833411324), ('salaire', 0.0013781001403837154), ('effet', 0.0013745905474964904), ('sécurité', 0.0013605521759475902), ('cadre', 0.0013558727187646233), ('mesure', 0.0013476836686944316), ('général', 0.001338324754328498), ('étude', 0.0013348151614412727), ('fonction', 0.0013324754328497895), ('moyenne', 0.0013289658399625644), ('font', 0.001323116518483856), ('première', 0.0013207767898923725), ('écoles', 0.0013125877398221806), ('revenus', 0.0012891904539073468), ('enfin', 0.0012856808610201217), ('classe', 0.0012786616752456716), ('mieux', 0.0012681328965839962), ('éducation_nationale', 0.001257604117922321), ('partie', 0.0012517547964436126), ('privé', 0.0012517547964436126)]","['travail', 'emploi', 'jeunes', 'euros', 'nombre', 'personnes', 'entreprises', 'enfants', 'rapport', 'santé', 'sociale', 'formation', 'vie', 'école', 'salariés', 'étudiants', 'recherche', 'femmes', 'association', 'france', 'compte', 'élèves', 'souvent', 'temps', 'explique', 'système', 'service', 'certains', 'éducation', 'retraite', 'entreprise', 'loi', 'ministère', 'université', 'public', 'logement', 'peuvent', 'aide', 'études', 'parents', 'paris', 'social', 'associations', 'contrat', 'services', 'enseignants', 'cours', 'niveau', 'création', 'place', 'droit', 'gestion', 'certaines', 'activité', 'situation', 'conditions', 'moyens', 'exemple', 'familles', 'emplois', 'nationale', 'dispositif', 'établissements', 'enfant', 'médecins', 'ensemble', 'accès', 'professionnels', 'établissement', 'national', 'doivent', 'travailler', 'partir', 'permet', 'postes', 'sociales', 'charge', 'enseignement', 'dix', 'âge', 'notamment', 'salaire', 'effet', 'sécurité', 'cadre', 'mesure', 'général', 'étude', 'fonction', 'moyenne', 'font', 'première', 'écoles', 'revenus', 'enfin', 'classe', 'mieux', 'éducation_nationale', 'partie', 'privé']","[0.012157229761347683, 0.00584230229293402, 0.0057487131492746845, 0.004851427234440805, 0.004613944782405241, 0.00458586803930744, 0.004204492278895648, 0.003952971455311184, 0.003837154890032756, 0.0038219466541881144, 0.003523631258773982, 0.0035060832943378567, 0.003302526906878802, 0.0032124473561066917, 0.0031094992980814228, 0.0030474964904071127, 0.0029761347683668693, 0.002946888160973327, 0.002938699110903135, 0.002927000467945718, 0.0029024333177351427, 0.0028462798315395414, 0.0028357510528778662, 0.002756200280767431, 0.0027129153018249884, 0.0026813289658399624, 0.0025561534861956014, 0.0024789424426766497, 0.0024075807206364063, 0.0023935423490875057, 0.002388862891904539, 0.0023724847917641553, 0.0023607861488067383, 0.0023303696771174542, 0.0022800655124005616, 0.0021619092185306507, 0.002156059897051942, 0.0021537201684604587, 0.0021057557323350493, 0.0020765091249415066, 0.002046092653252223, 0.0020390734674777724, 0.001982919981282171, 0.001979410388394946, 0.0019618624239588207, 0.0018916705662143192, 0.0018893308376228357, 0.0018869911090313523, 0.0018518951801591015, 0.001849555451567618, 0.0018483855872718764, 0.0018401965372016845, 0.001785212915301825, 0.0017653252222742163, 0.0017606457650912494, 0.0017559663079082827, 0.0017313991576977071, 0.0016986429574169396, 0.0016740758072063642, 0.0016729059429106223, 0.0016506785212915302, 0.00164365933551708, 0.001628451099672438, 0.001620262049602246, 0.0015535797847449696, 0.0015418811417875526, 0.0015161441272812353, 0.0015067852129153018, 0.0015032756200280767, 0.001486897519887693, 0.0014857276555919514, 0.001483387927000468, 0.0014693495554515676, 0.0014553111839026673, 0.0014529714553111839, 0.001444782405240992, 0.0014436125409452503, 0.001407346747777258, 0.0014050070191857745, 0.0013979878334113244, 0.0013897987833411324, 0.0013781001403837154, 0.0013745905474964904, 0.0013605521759475902, 0.0013558727187646233, 0.0013476836686944316, 0.001338324754328498, 0.0013348151614412727, 0.0013324754328497895, 0.0013289658399625644, 0.001323116518483856, 0.0013207767898923725, 0.0013125877398221806, 0.0012891904539073468, 0.0012856808610201217, 0.0012786616752456716, 0.0012681328965839962, 0.001257604117922321, 0.0012517547964436126, 0.0012517547964436126]",100,employment
2,"[('etats_unis', 0.00996351235698792), ('pays', 0.009767612893905667), ('guerre', 0.008093164969236124), ('président', 0.008090976148419561), ('irak', 0.0066868475945953635), ('sécurité', 0.006424189096607984), ('américain', 0.005836490707361223), ('américains', 0.005620891856929916), ('armée', 0.005433747677113908), ('israël', 0.004940168582979292), ('etat', 0.004823066669293252), ('militaire', 0.004736608247039073), ('russie', 0.004696115061932685), ('américaine', 0.004351375783324249), ('chef', 0.004331676395975197), ('washington', 0.004259445309028667), ('déclaré', 0.0038654575620475982), ('onu', 0.0037997929375507534), ('paix', 0.0034178437050607726), ('militaires', 0.0033751616991378234), ('iran', 0.003212094548303992), ('russe', 0.0032022448546294656), ('afghanistan', 0.0031759790048307276), ('régime', 0.0030720100160440567), ('ministre', 0.0029735130792987894), ('forces', 0.0027907465411159045), ('gouvernement', 0.0027535365872343592), ('palestiniens', 0.002719609864577656), ('défense', 0.0025762421010928783), ('syrie', 0.0024897836788386994), ('pouvoir', 0.0024832172163890146), ('moscou', 0.0024109861294424853), ('général', 0.002400042025359678), ('soldats', 0.002395664383726555), ('nord', 0.002383625869235467), ('george_bush', 0.002338755042495956), ('porte_parole', 0.002313583603105499), ('armes', 0.0022588630826914616), ('affaires_étrangères', 0.002243541336975531), ('lundi', 0.0022424469265672504), ('bush', 0.0022128978455436704), ('nations_unies', 0.002205236972685705), ('sud', 0.002162554966762756), ('terrorisme', 0.0021428555794137023), ('internationale', 0.0021001735734907535), ('membres', 0.002097984752674192), ('attentats', 0.002054208336342962), ('région', 0.0020268480761359434), ('septembre', 0.0020180927928696974), ('russes', 0.0019983934055206438), ('indiqué', 0.0019918269430709594), ('bagdad', 0.001988543711846117), ('attaque', 0.0019721275557219057), ('également', 0.001954616989189414), ('conflit', 0.0019316343706155183), ('dimanche', 0.0018823859022428847), ('responsable', 0.0018703473877517965), ('organisation', 0.0018670641565269543), ('affirmé', 0.0018648753357103926), ('jeudi', 0.0018572144628524274), ('responsables', 0.0018495535899944622), ('turquie', 0.0018024939424383902), ('annoncé', 0.001790455427947302), ('otan', 0.00177294486141481), ('terroristes', 0.0017543398844740374), ('opération', 0.0017160355201842111), ('morts', 0.0017007137744682807), ('vendredi', 0.0016875808495689117), ('afp', 0.001686486439160631), ('force', 0.0016788255663026657), ('al_qaida', 0.0016580317685453317), ('mercredi', 0.0016492764852790857), ('talibans', 0.0016481820748708049), ('palestinien', 0.0016459932540542435), ('mardi', 0.001633954739563155), ('politique', 0.0016273882771134706), ('new_york', 0.0016262938667051898), ('hommes', 0.0016065944793561364), ('israélien', 0.0016055000689478558), ('attentat', 0.0015978391960898904), ('visite', 0.0015682901150663104), ('ajouté', 0.001544213086084134), ('maison_blanche', 0.0015201360571019576), ('israéliens', 0.001513569594652273), ('liban', 0.0014993422593446233), ('al', 0.0014971534385280617), ('attaques', 0.0014938702073032195), ('pakistan', 0.0014851149240369735), ('administration', 0.0014643211262796393), ('conseil', 0.0014424329181140245), ('britannique', 0.0013997509121910752), ('soutien', 0.0013953732705579522), ('musulmans', 0.0013899012185165486), ('troupes', 0.0013811459352503026), ('début', 0.0013669185999426528), ('opposition', 0.0013592577270846876), ('mort', 0.0013548800854515646), ('août', 0.0013395583397356342), ('presse', 0.0013395583397356342), ('ukraine', 0.0013395583397356342)]","['etats_unis', 'pays', 'guerre', 'président', 'irak', 'sécurité', 'américain', 'américains', 'armée', 'israël', 'etat', 'militaire', 'russie', 'américaine', 'chef', 'washington', 'déclaré', 'onu', 'paix', 'militaires', 'iran', 'russe', 'afghanistan', 'régime', 'ministre', 'forces', 'gouvernement', 'palestiniens', 'défense', 'syrie', 'pouvoir', 'moscou', 'général', 'soldats', 'nord', 'george_bush', 'porte_parole', 'armes', 'affaires_étrangères', 'lundi', 'bush', 'nations_unies', 'sud', 'terrorisme', 'internationale', 'membres', 'attentats', 'région', 'septembre', 'russes', 'indiqué', 'bagdad', 'attaque', 'également', 'conflit', 'dimanche', 'responsable', 'organisation', 'affirmé', 'jeudi', 'responsables', 'turquie', 'annoncé', 'otan', 'terroristes', 'opération', 'morts', 'vendredi', 'afp', 'force', 'al_qaida', 'mercredi', 'talibans', 'palestinien', 'mardi', 'politique', 'new_york', 'hommes', 'israélien', 'attentat', 'visite', 'ajouté', 'maison_blanche', 'israéliens', 'liban', 'al', 'attaques', 'pakistan', 'administration', 'conseil', 'britannique', 'soutien', 'musulmans', 'troupes', 'début', 'opposition', 'mort', 'août', 'presse', 'ukraine']","[0.00996351235698792, 0.009767612893905667, 0.008093164969236124, 0.008090976148419561, 0.0066868475945953635, 0.006424189096607984, 0.005836490707361223, 0.005620891856929916, 0.005433747677113908, 0.004940168582979292, 0.004823066669293252, 0.004736608247039073, 0.004696115061932685, 0.004351375783324249, 0.004331676395975197, 0.004259445309028667, 0.0038654575620475982, 0.0037997929375507534, 0.0034178437050607726, 0.0033751616991378234, 0.003212094548303992, 0.0032022448546294656, 0.0031759790048307276, 0.0030720100160440567, 0.0029735130792987894, 0.0027907465411159045, 0.0027535365872343592, 0.002719609864577656, 0.0025762421010928783, 0.0024897836788386994, 0.0024832172163890146, 0.0024109861294424853, 0.002400042025359678, 0.002395664383726555, 0.002383625869235467, 0.002338755042495956, 0.002313583603105499, 0.0022588630826914616, 0.002243541336975531, 0.0022424469265672504, 0.0022128978455436704, 0.002205236972685705, 0.002162554966762756, 0.0021428555794137023, 0.0021001735734907535, 0.002097984752674192, 0.002054208336342962, 0.0020268480761359434, 0.0020180927928696974, 0.0019983934055206438, 0.0019918269430709594, 0.001988543711846117, 0.0019721275557219057, 0.001954616989189414, 0.0019316343706155183, 0.0018823859022428847, 0.0018703473877517965, 0.0018670641565269543, 0.0018648753357103926, 0.0018572144628524274, 0.0018495535899944622, 0.0018024939424383902, 0.001790455427947302, 0.00177294486141481, 0.0017543398844740374, 0.0017160355201842111, 0.0017007137744682807, 0.0016875808495689117, 0.001686486439160631, 0.0016788255663026657, 0.0016580317685453317, 0.0016492764852790857, 0.0016481820748708049, 0.0016459932540542435, 0.001633954739563155, 0.0016273882771134706, 0.0016262938667051898, 0.0016065944793561364, 0.0016055000689478558, 0.0015978391960898904, 0.0015682901150663104, 0.001544213086084134, 0.0015201360571019576, 0.001513569594652273, 0.0014993422593446233, 0.0014971534385280617, 0.0014938702073032195, 0.0014851149240369735, 0.0014643211262796393, 0.0014424329181140245, 0.0013997509121910752, 0.0013953732705579522, 0.0013899012185165486, 0.0013811459352503026, 0.0013669185999426528, 0.0013592577270846876, 0.0013548800854515646, 0.0013395583397356342, 0.0013395583397356342, 0.0013395583397356342]",100,United States
3,"[('ville', 0.011426113142611315), ('personnes', 0.005497956549795655), ('sud', 0.004508496450849645), ('habitants', 0.004456872445687245), ('nord', 0.004128691270011984), ('centre', 0.004107795839351012), ('nuit', 0.003605076360507636), ('capitale', 0.003574347786006207), ('pays', 0.003503057493162892), ('place', 0.003382601481117291), ('quartier', 0.0031257105982853456), ('région', 0.003081461451003288), ('paris', 0.003042128875641459), ('lieu', 0.0029474848661770582), ('police', 0.00269182312632517), ('matin', 0.0026733859816243126), ('gens', 0.0024840979626955108), ('maison', 0.0024238699566727097), ('morts', 0.0023648710936299664), ('pendant', 0.002327996804228252), ('île', 0.0022935808007866513), ('samedi', 0.0022382693666840796), ('jeunes', 0.002232123651783794), ('vingt', 0.002187874504501736), ('puis', 0.002107980210798021), ('dix', 0.002084626494176935), ('heure', 0.002071105921396306), ('route', 0.0020649602064960206), ('enfants', 0.0020489813477552778), ('grande', 0.0020465230617951633), ('rue', 0.002044064775835049), ('soir', 0.0020379190609347633), ('dimanche', 0.00199612819961282), ('bord', 0.0019948990566327628), ('villes', 0.0019506499093507052), ('voiture', 0.0019395876225301908), ('village', 0.0019297544786897336), ('train', 0.0018289647543250469), ('long', 0.0018154441815444182), ('ouest', 0.001805611037703961), ('venus', 0.0017601327474418462), ('journée', 0.001703592170359217), ('zone', 0.0017011338843991026), ('mer', 0.0016925298835387026), ('cité', 0.0016925298835387026), ('petit', 0.0016863841686384168), ('loin', 0.0016605721660572165), ('afrique', 0.0016495098792367023), ('explique', 0.0016384475924161878), ('victimes', 0.001632301877515902), ('quelque', 0.0016175521617552162), ('petite', 0.0016101773038748731), ('début', 0.0016028024459945303), ('feu', 0.0015905110161939587), ('autour', 0.0015499492978520726), ('sept', 0.001543803582951787), ('kilomètres', 0.0015093875795101864), ('midi', 0.0015069292935500722), ('lieux', 0.0014995544356697292), ('manifestants', 0.0014946378637495006), ('pris', 0.0014909504348093292), ('rues', 0.0014774298620287005), ('porte', 0.0014774298620287005), ('port', 0.0014749715760685861), ('mètres', 0.001466367575208186), ('km', 0.0014651384322281289), ('bâtiment', 0.0014614510032879575), ('manifestation', 0.001458992717327843), ('trente', 0.0014467012875272716), ('marseille', 0.0014442430015671572), ('côté', 0.001441784715607043), ('centaines', 0.0014405555726269858), ('nombreux', 0.0014208892849460713), ('familles', 0.0014208892849460713), ('locale', 0.0014196601419660141), ('terre', 0.0014184309989859571), ('toute', 0.0014061395691853855), ('arrivée', 0.0014012229972651569), ('population', 0.0013987647113050425), ('milliers', 0.001395077282364871), ('temps', 0.0013877024244845282), ('hommes', 0.0013385367052822419), ('partie', 0.0013188704176013274), ('maisons', 0.0012942875580001843), ('air', 0.0012635589834987554), ('état', 0.001251267553698184), ('voyage', 0.0012328304089973265), ('avion', 0.001213164121316412), ('intérieur', 0.0012070184064161263), ('reste', 0.0011922686906554404), ('autorités', 0.0011824355468149832), ('plupart', 0.0011701441170144117), ('huit', 0.0011664566880742403), ('construction', 0.0011664566880742403), ('tard', 0.0011615401161540115), ('vendredi', 0.001156623544233783), ('province', 0.0011480195433733829), ('quartiers', 0.0011467904003933257), ('dizaines', 0.0011381863995329256), ('vu', 0.0011369572565528684)]","['ville', 'personnes', 'sud', 'habitants', 'nord', 'centre', 'nuit', 'capitale', 'pays', 'place', 'quartier', 'région', 'paris', 'lieu', 'police', 'matin', 'gens', 'maison', 'morts', 'pendant', 'île', 'samedi', 'jeunes', 'vingt', 'puis', 'dix', 'heure', 'route', 'enfants', 'grande', 'rue', 'soir', 'dimanche', 'bord', 'villes', 'voiture', 'village', 'train', 'long', 'ouest', 'venus', 'journée', 'zone', 'mer', 'cité', 'petit', 'loin', 'afrique', 'explique', 'victimes', 'quelque', 'petite', 'début', 'feu', 'autour', 'sept', 'kilomètres', 'midi', 'lieux', 'manifestants', 'pris', 'rues', 'porte', 'port', 'mètres', 'km', 'bâtiment', 'manifestation', 'trente', 'marseille', 'côté', 'centaines', 'nombreux', 'familles', 'locale', 'terre', 'toute', 'arrivée', 'population', 'milliers', 'temps', 'hommes', 'partie', 'maisons', 'air', 'état', 'voyage', 'avion', 'intérieur', 'reste', 'autorités', 'plupart', 'huit', 'construction', 'tard', 'vendredi', 'province', 'quartiers', 'dizaines', 'vu']","[0.011426113142611315, 0.005497956549795655, 0.004508496450849645, 0.004456872445687245, 0.004128691270011984, 0.004107795839351012, 0.003605076360507636, 0.003574347786006207, 0.003503057493162892, 0.003382601481117291, 0.0031257105982853456, 0.003081461451003288, 0.003042128875641459, 0.0029474848661770582, 0.00269182312632517, 0.0026733859816243126, 0.0024840979626955108, 0.0024238699566727097, 0.0023648710936299664, 0.002327996804228252, 0.0022935808007866513, 0.0022382693666840796, 0.002232123651783794, 0.002187874504501736, 0.002107980210798021, 0.002084626494176935, 0.002071105921396306, 0.0020649602064960206, 0.0020489813477552778, 0.0020465230617951633, 0.002044064775835049, 0.0020379190609347633, 0.00199612819961282, 0.0019948990566327628, 0.0019506499093507052, 0.0019395876225301908, 0.0019297544786897336, 0.0018289647543250469, 0.0018154441815444182, 0.001805611037703961, 0.0017601327474418462, 0.001703592170359217, 0.0017011338843991026, 0.0016925298835387026, 0.0016925298835387026, 0.0016863841686384168, 0.0016605721660572165, 0.0016495098792367023, 0.0016384475924161878, 0.001632301877515902, 0.0016175521617552162, 0.0016101773038748731, 0.0016028024459945303, 0.0015905110161939587, 0.0015499492978520726, 0.001543803582951787, 0.0015093875795101864, 0.0015069292935500722, 0.0014995544356697292, 0.0014946378637495006, 0.0014909504348093292, 0.0014774298620287005, 0.0014774298620287005, 0.0014749715760685861, 0.001466367575208186, 0.0014651384322281289, 0.0014614510032879575, 0.001458992717327843, 0.0014467012875272716, 0.0014442430015671572, 0.001441784715607043, 0.0014405555726269858, 0.0014208892849460713, 0.0014208892849460713, 0.0014196601419660141, 0.0014184309989859571, 0.0014061395691853855, 0.0014012229972651569, 0.0013987647113050425, 0.001395077282364871, 0.0013877024244845282, 0.0013385367052822419, 0.0013188704176013274, 0.0012942875580001843, 0.0012635589834987554, 0.001251267553698184, 0.0012328304089973265, 0.001213164121316412, 0.0012070184064161263, 0.0011922686906554404, 0.0011824355468149832, 0.0011701441170144117, 0.0011664566880742403, 0.0011664566880742403, 0.0011615401161540115, 0.001156623544233783, 0.0011480195433733829, 0.0011467904003933257, 0.0011381863995329256, 0.0011369572565528684]",100,cities
